Time (s),Voltage (V)
0.206475,2.9648
0.206500,2.8850
0.206525,2.7971
0.206550,2.7061
0.206575,2.6150
0.206600,2.5215
0.206625,2.4176
0.206650,2.3120
0.206675,2.2008
0.206700,2.0968
0.206725,1.9953
0.206750,1.8946
0.206775,1.8011
0.206800,1.6939
0.206825,1.5932
0.206850,1.4860
0.206875,1.3595
0.206900,1.2265
0.206925,1.0944
0.206950,0.9485
0.206975,0.8099
0.207000,0.6842
0.207025,0.5585
0.207050,0.4505
0.207075,0.3562
0.207100,0.2724
0.207125,0.2007
0.207150,0.1402
0.207175,0.0927
0.207200,0.0580
0.207225,0.0338
0.207250,0.0210
0.207275,0.0161
0.207300,0.0218
0.207325,0.0387
0.207350,0.0693
0.207375,0.1120
0.207400,0.1644
0.207425,0.2297
0.207450,0.3070
0.207475,0.3981
0.207500,0.4980
0.207525,0.6149
0.207550,0.7390
0.207575,0.8671
0.207600,1.0009
0.207625,1.1129
0.207650,1.2168
0.207675,1.3176
0.207700,1.3949
0.207725,1.4844
0.207750,1.5779
0.207775,1.6705
0.207800,1.7842
0.207825,1.8825
0.207850,1.9881
0.207875,2.0944
0.207900,2.1992
0.207925,2.3128
0.207950,2.4160
0.207975,2.5232
0.208000,2.6231
0.208025,2.7158
0.208050,2.8068
0.208075,2.8850
0.208100,2.9632
0.208125,3.0357
0.208150,3.0961
0.208175,3.1493
0.208200,3.1896
0.208225,3.2178
0.208250,3.2379
0.208275,3.2468
0.208300,3.2460
0.208325,3.2379
0.208350,3.2170
0.208375,3.1848
0.208400,3.1437
0.208425,3.0905
0.208450,3.0308
0.208475,2.9583
0.208500,2.8793
0.208525,2.7955
0.208550,2.7085
0.208575,2.6247
0.208600,2.5215
0.208625,2.4176
0.208650,2.3128
0.208675,2.2024
0.208700,2.1114
0.208725,1.9993
0.208750,1.8881
0.208775,1.7793
0.208800,1.6722
0.208825,1.5859
0.208850,1.4836
0.208875,1.3635
0.208900,1.2330
0.208925,1.0919
0.208950,0.9485
0.208975,0.8115
0.209000,0.6769
0.209025,0.5544
0.209050,0.4497
0.209075,0.3594
0.209100,0.2772
0.209125,0.2031
0.209150,0.1410
0.209175,0.0919
0.209200,0.0572
0.209225,0.0338
0.209250,0.0210
0.209275,0.0169
0.209300,0.0218
0.209325,0.0395
0.209350,0.0701
0.209375,0.1136
0.209400,0.1660
0.209425,0.2289
0.209450,0.3046
0.209475,0.3925
0.209500,0.4988
0.209525,0.6157
0.209550,0.7390
0.209575,0.8744
0.209600,1.0081
0.209625,1.1121
0.209650,1.2088
0.209675,1.2902
0.209700,1.3684
0.209725,1.4739
0.209750,1.5827
0.209775,1.6947
0.209800,1.7906
0.209825,1.8865
0.209850,1.9873
0.209875,2.0928
0.209900,2.2113
0.209925,2.3168
0.209950,2.4160
0.209975,2.5143
0.210000,2.6110
0.210025,2.7117
0.210050,2.8068
0.210075,2.8906
0.210100,2.9648
0.210125,3.0349
0.210150,3.0961
0.210175,3.1477
0.210200,3.1904
0.210225,3.2186
0.210250,3.2371
0.210275,3.2460
0.210300,3.2460
0.210325,3.2379
0.210350,3.2170
0.210375,3.1864
0.210400,3.1421
0.210425,3.0905
0.210450,3.0308
0.210475,2.9599
0.210500,2.8858
0.210525,2.7955
0.210550,2.7045
0.210575,2.6118
0.210600,2.5111
0.210625,2.4152
0.210650,2.3177
0.210675,2.2193
0.210700,2.1130
0.210725,2.0001
0.210750,1.8881
0.210775,1.7801
0.210800,1.6899
0.210825,1.5908
0.210850,1.4884
0.210875,1.3716
0.210900,1.2314
0.210925,1.0976
0.210950,0.9485
0.210975,0.8002
0.211000,0.6721
0.211025,0.5528
0.211050,0.4505
0.211075,0.3610
0.211100,0.2748
0.211125,0.2015
0.211150,0.1402
0.211175,0.0919
0.211200,0.0580
0.211225,0.0347
0.211250,0.0210
0.211275,0.0161
0.211300,0.0218
0.211325,0.0387
0.211350,0.0701
0.211375,0.1128
0.211400,0.1652
0.211425,0.2297
0.211450,0.3078
0.211475,0.4013
0.211500,0.5045
0.211525,0.6173
0.211550,0.7333
0.211575,0.8631
0.211600,0.9864
0.211625,1.0968
0.211650,1.2007
0.211675,1.2894
0.211700,1.3885
0.211725,1.4812
0.211750,1.5779
0.211775,1.6738
0.211800,1.7681
0.211825,1.8777
0.211850,1.9905
0.211875,2.1089
0.211900,2.2153
0.211925,2.3185
0.211950,2.4144
0.211975,2.5119
0.212000,2.6190
0.212025,2.7141
0.212050,2.8068
0.212075,2.8866
0.212100,2.9599
0.212125,3.0333
0.212150,3.0961
0.212175,3.1501
0.212200,3.1904
0.212225,3.2194
0.212250,3.2371
0.212275,3.2460
0.212300,3.2468
0.212325,3.2388
0.212350,3.2186
0.212375,3.1840
0.212400,3.1412
0.212425,3.0897
0.212450,3.0316
0.212475,2.9648
0.212500,2.8842
0.212525,2.7963
0.212550,2.7053
0.212575,2.6142
0.212600,2.5215
0.212625,2.4168
0.212650,2.3120
0.212675,2.2008
0.212700,2.0968
0.212725,1.9961
0.212750,1.8954
0.212775,1.8019
0.212800,1.6947
0.212825,1.5932
0.212850,1.4868
0.212875,1.3595
0.212900,1.2265
0.212925,1.0944
0.212950,0.9477
0.212975,0.8091
0.213000,0.6834
0.213025,0.5577
0.213050,0.4505
0.213075,0.3562
0.213100,0.2732
0.213125,0.2007
0.213150,0.1402
0.213175,0.0919
0.213200,0.0572
0.213225,0.0338
0.213250,0.0210
0.213275,0.0169
0.213300,0.0218
0.213325,0.0387
0.213350,0.0693
0.213375,0.1112
0.213400,0.1652
0.213425,0.2297
0.213450,0.3078
0.213475,0.3981
0.213500,0.4972
0.213525,0.6149
0.213550,0.7390
0.213575,0.8679
0.213600,1.0009
0.213625,1.1129
0.213650,1.2177
0.213675,1.3168
0.213700,1.3958
0.213725,1.4852
0.213750,1.5787
0.213775,1.6722
0.213800,1.7850
0.213825,1.8841
0.213850,1.9889
0.213875,2.0944
0.213900,2.1992
0.213925,2.3120
0.213950,2.4168
0.213975,2.5240
0.214000,2.6223
0.214025,2.7166
0.214050,2.8068
0.214075,2.8850
0.214100,2.9632
0.214125,3.0357
0.214150,3.0969
0.214175,3.1493
0.214200,3.1888
0.214225,3.2178
0.214250,3.2371
0.214275,3.2476
0.214300,3.2476
0.214325,3.2396
0.214350,3.2178
0.214375,3.1856
0.214400,3.1445
0.214425,3.0913
0.214450,3.0308
0.214475,2.9575
0.214500,2.8793
0.214525,2.7955
0.214550,2.7085
0.214575,2.6247
0.214600,2.5215
0.214625,2.4176
0.214650,2.3120
0.214675,2.2024
0.214700,2.1105
0.214725,1.9985
0.214750,1.8889
0.214775,1.7785
0.214800,1.6722
0.214825,1.5851
0.214850,1.4836
0.214875,1.3635
0.214900,1.2330
0.214925,1.0927
0.214950,0.9485
0.214975,0.8123
0.215000,0.6769
0.215025,0.5552
0.215050,0.4497
0.215075,0.3586
0.215100,0.2772
0.215125,0.2015
0.215150,0.1402
0.215175,0.0911
0.215200,0.0564
0.215225,0.0338
0.215250,0.0201
0.215275,0.0169
0.215300,0.0234
0.215325,0.0403
0.215350,0.0717
0.215375,0.1136
0.215400,0.1660
0.215425,0.2297
0.215450,0.3046
0.215475,0.3925
0.215500,0.4980
0.215525,0.6149
0.215550,0.7382
0.215575,0.8736
0.215600,1.0081
0.215625,1.1113
0.215650,1.2088
0.215675,1.2910
0.215700,1.3684
0.215725,1.4739
0.215750,1.5819
0.215775,1.6939
0.215800,1.7906
0.215825,1.8865
0.215850,1.9881
0.215875,2.0920
0.215900,2.2105
0.215925,2.3160
0.215950,2.4152
0.215975,2.5143
0.216000,2.6110
0.216025,2.7117
0.216050,2.8060
0.216075,2.8906
0.216100,2.9648
0.216125,3.0349
0.216150,3.0961
0.216175,3.1477
0.216200,3.1904
0.216225,3.2194
0.216250,3.2371
0.216275,3.2468
0.216300,3.2468
0.216325,3.2379
0.216350,3.2186
0.216375,3.1856
0.216400,3.1429
0.216425,3.0905
0.216450,3.0292
0.216475,2.9599
0.216500,2.8842
0.216525,2.7971
0.216550,2.7061
0.216575,2.6126
0.216600,2.5127
0.216625,2.4160
0.216650,2.3177
0.216675,2.2193
0.216700,2.1138
0.216725,2.0010
0.216750,1.8889
0.216775,1.7801
0.216800,1.6891
0.216825,1.5900
0.216850,1.4876
0.216875,1.3716
0.216900,1.2322
0.216925,1.0968
0.216950,0.9485
0.216975,0.8002
0.217000,0.6721
0.217025,0.5528
0.217050,0.4505
0.217075,0.3610
0.217100,0.2748
0.217125,0.2015
0.217150,0.1402
0.217175,0.0911
0.217200,0.0580
0.217225,0.0347
0.217250,0.0201
0.217275,0.0169
0.217300,0.0218
0.217325,0.0395
0.217350,0.0701
0.217375,0.1120
0.217400,0.1644
0.217425,0.2289
0.217450,0.3086
0.217475,0.4013
0.217500,0.5053
0.217525,0.6165
0.217550,0.7325
0.217575,0.8623
0.217600,0.9864
0.217625,1.0968
0.217650,1.2015
0.217675,1.2902
0.217700,1.3877
0.217725,1.4820
0.217750,1.5779
0.217775,1.6730
0.217800,1.7689
0.217825,1.8768
0.217850,1.9913
0.217875,2.1081
0.217900,2.2153
0.217925,2.3185
0.217950,2.4136
0.217975,2.5119
0.218000,2.6174
0.218025,2.7141
0.218050,2.8068
0.218075,2.8866
0.218100,2.9607
0.218125,3.0341
0.218150,3.0969
0.218175,3.1509
0.218200,3.1912
0.218225,3.2194
0.218250,3.2371
0.218275,3.2468
0.218300,3.2476
0.218325,3.2379
0.218350,3.2178
0.218375,3.1823
0.218400,3.1404
0.218425,3.0897
0.218450,3.0308
0.218475,2.9648
0.218500,2.8834
0.218525,2.7963
0.218550,2.7061
0.218575,2.6142
0.218600,2.5215
0.218625,2.4168
0.218650,2.3120
0.218675,2.2008
0.218700,2.0977
0.218725,1.9961
0.218750,1.8962
0.218775,1.8035
0.218800,1.6939
0.218825,1.5932
0.218850,1.4860
0.218875,1.3595
0.218900,1.2273
0.218925,1.0944
0.218950,0.9485
0.218975,0.8099
0.219000,0.6834
0.219025,0.5577
0.219050,0.4505
0.219075,0.3546
0.219100,0.2724
0.219125,0.2007
0.219150,0.1394
0.219175,0.0927
0.219200,0.0572
0.219225,0.0347
0.219250,0.0210
0.219275,0.0161
0.219300,0.0218
0.219325,0.0387
0.219350,0.0693
0.219375,0.1112
0.219400,0.1644
0.219425,0.2297
0.219450,0.3078
0.219475,0.3981
0.219500,0.4980
0.219525,0.6149
0.219550,0.7390
0.219575,0.8687
0.219600,1.0009
0.219625,1.1145
0.219650,1.2177
0.219675,1.3176
0.219700,1.3966
0.219725,1.4844
0.219750,1.5787
0.219775,1.6714
0.219800,1.7842
0.219825,1.8833
0.219850,1.9873
0.219875,2.0936
0.219900,2.1992
0.219925,2.3112
0.219950,2.4168
0.219975,2.5232
0.220000,2.6223
0.220025,2.7166
0.220050,2.8060
0.220075,2.8858
0.220100,2.9623
0.220125,3.0349
0.220150,3.0969
0.220175,3.1485
0.220200,3.1896
0.220225,3.2178
0.220250,3.2371
0.220275,3.2476
0.220300,3.2468
0.220325,3.2388
0.220350,3.2178
0.220375,3.1848
0.220400,3.1437
0.220425,3.0905
0.220450,3.0308
0.220475,2.9583
0.220500,2.8793
0.220525,2.7963
0.220550,2.7085
0.220575,2.6247
0.220600,2.5223
0.220625,2.4176
0.220650,2.3128
0.220675,2.2032
0.220700,2.1114
0.220725,1.9993
0.220750,1.8881
0.220775,1.7785
0.220800,1.6722
0.220825,1.5851
0.220850,1.4836
0.220875,1.3635
0.220900,1.2330
0.220925,1.0927
0.220950,0.9485
0.220975,0.8131
0.221000,0.6769
0.221025,0.5552
0.221050,0.4505
0.221075,0.3594
0.221100,0.2780
0.221125,0.2023
0.221150,0.1410
0.221175,0.0919
0.221200,0.0572
0.221225,0.0347
0.221250,0.0210
0.221275,0.0161
0.221300,0.0210
0.221325,0.0387
0.221350,0.0701
0.221375,0.1136
0.221400,0.1660
0.221425,0.2297
0.221450,0.3054
0.221475,0.3925
0.221500,0.4988
0.221525,0.6157
0.221550,0.7390
0.221575,0.8744
0.221600,1.0081
0.221625,1.1113
0.221650,1.2088
0.221675,1.2902
0.221700,1.3692
0.221725,1.4739
0.221750,1.5827
0.221775,1.6939
0.221800,1.7922
0.221825,1.8881
0.221850,1.9897
0.221875,2.0952
0.221900,2.2113
0.221925,2.3177
0.221950,2.4152
0.221975,2.5143
0.222000,2.6118
0.222025,2.7109
0.222050,2.8076
0.222075,2.8906
0.222100,2.9648
0.222125,3.0365
0.222150,3.0953
0.222175,3.1477
0.222200,3.1904
0.222225,3.2186
0.222250,3.2379
0.222275,3.2460
0.222300,3.2468
0.222325,3.2379
0.222350,3.2178
0.222375,3.1864
0.222400,3.1421
0.222425,3.0905
0.222450,3.0300
0.222475,2.9591
0.222500,2.8842
0.222525,2.7955
0.222550,2.7045
0.222575,2.6118
0.222600,2.5119
0.222625,2.4152
0.222650,2.3177
0.222675,2.2193
0.222700,2.1130
0.222725,2.0010
0.222750,1.8881
0.222775,1.7801
0.222800,1.6891
0.222825,1.5884
0.222850,1.4868
0.222875,1.3708
0.222900,1.2305
0.222925,1.0968
0.222950,0.9485
0.222975,0.8002
0.223000,0.6721
0.223025,0.5528
0.223050,0.4497
0.223075,0.3602
0.223100,0.2740
0.223125,0.2015
0.223150,0.1394
0.223175,0.0919
0.223200,0.0580
0.223225,0.0347
0.223250,0.0218
0.223275,0.0161
0.223300,0.0218
0.223325,0.0395
0.223350,0.0701
0.223375,0.1136
0.223400,0.1644
0.223425,0.2297
0.223450,0.3070
0.223475,0.3997
0.223500,0.5037
0.223525,0.6157
0.223550,0.7317
0.223575,0.8623
0.223600,0.9872
0.223625,1.0976
0.223650,1.2023
0.223675,1.2918
0.223700,1.3885
0.223725,1.4820
0.223750,1.5779
0.223775,1.6730
0.223800,1.7689
0.223825,1.8777
0.223850,1.9913
0.223875,2.1097
0.223900,2.2161
0.223925,2.3185
0.223950,2.4144
0.223975,2.5111
0.224000,2.6174
0.224025,2.7133
0.224050,2.8060
0.224075,2.8858
0.224100,2.9599
0.224125,3.0333
0.224150,3.0961
0.224175,3.1493
0.224200,3.1904
0.224225,3.2186
0.224250,3.2371
0.224275,3.2460
0.224300,3.2468
0.224325,3.2379
0.224350,3.2170
0.224375,3.1840
0.224400,3.1412
0.224425,3.0913
0.224450,3.0325
0.224475,2.9656
0.224500,2.8850
0.224525,2.7971
0.224550,2.7053
0.224575,2.6150
0.224600,2.5215
0.224625,2.4176
0.224650,2.3128
0.224675,2.2008
0.224700,2.0977
0.224725,1.9961
0.224750,1.8954
0.224775,1.8027
0.224800,1.6947
0.224825,1.5924
0.224850,1.4860
0.224875,1.3587
0.224900,1.2265
0.224925,1.0944
0.224950,0.9477
0.224975,0.8099
0.225000,2.8052
0.225025,2.7480
0.225050,2.6924
0.225075,2.6037
0.225100,2.5151
0.225125,2.4184
0.225150,2.3112
0.225175,2.1984
0.225200,2.0936
0.225225,1.9808
0.225250,1.8825
0.225275,1.7866
0.225300,1.6770
0.225325,1.5755
0.225350,1.4699
0.225375,1.3538
0.225400,1.2322
0.225425,1.0968
0.225450,0.9485
0.225475,0.8067
0.225500,0.6777
0.225525,0.5601
0.225550,0.4569
0.225575,0.3610
0.225600,0.2764
0.225625,0.2023
0.225650,0.1410
0.225675,0.0927
0.225700,0.0572
0.225725,0.0347
0.225750,0.0210
0.225775,0.0169
0.225800,0.0218
0.225825,0.0395
0.225850,0.0701
0.225875,0.1128
0.225900,0.1676
0.225925,0.2321
0.225950,0.3111
0.225975,0.4029
0.226000,0.5045
0.226025,0.6165
0.226050,0.7325
0.226075,0.8526
0.226100,0.9751
0.226125,1.0863
0.226150,1.1895
0.226175,1.2902
0.226200,1.3692
0.226225,1.4618
0.226250,1.5593
0.226275,1.6536
0.226300,1.7689
0.226325,1.8768
0.226350,1.9913
0.226375,2.0985
0.226400,2.2048
0.226425,2.3088
0.226450,2.4023
0.226475,2.5127
0.226500,2.6126
0.226525,2.7077
0.226550,2.8020
0.226575,2.8801
0.226600,2.9591
0.226625,3.0341
0.226650,3.0961
0.226675,3.1501
0.226700,3.1896
0.226725,3.2178
0.226750,3.2355
0.226775,3.2452
0.226800,3.2460
0.226825,3.2371
0.226850,3.2162
0.226875,3.1823
0.226900,3.1404
0.226925,3.0897
0.226950,3.0316
0.226975,2.9599
0.227000,2.8785
0.227025,2.7915
0.227050,2.6996
0.227075,2.6142
0.227100,2.5103
0.227125,2.4063
0.227150,2.3015
0.227175,2.1903
0.227200,2.0968
0.227225,1.9953
0.227250,1.8954
0.227275,1.7842
0.227300,1.6762
0.227325,1.5747
0.227350,1.4683
0.227375,1.3587
0.227400,1.2378
0.227425,1.1056
0.227450,0.9590
0.227475,0.8204
0.227500,0.6826
0.227525,0.5577
0.227550,0.4505
0.227575,0.3586
0.227600,0.2748
0.227625,0.2031
0.227650,0.1426
0.227675,0.0927
0.227700,0.0572
0.227725,0.0338
0.227750,0.0201
0.227775,0.0161
0.227800,0.0218
0.227825,0.0387
0.227850,0.0693
0.227875,0.1128
0.227900,0.1676
0.227925,0.2313
0.227950,0.3103
0.227975,0.3981
0.228000,0.5061
0.228025,0.6237
0.228050,0.7478
0.228075,0.8768
0.228100,1.0009
0.228125,1.1129
0.228150,1.2177
0.228175,1.2974
0.228200,1.3756
0.228225,1.4651
0.228250,1.5577
0.228275,1.6714
0.228300,1.7697
0.228325,1.8688
0.228350,1.9727
0.228375,2.0791
0.228400,2.1992
0.228425,2.3112
0.228450,2.4168
0.228475,2.5167
0.228500,2.6158
0.228525,2.7093
0.228550,2.7996
0.228575,2.8850
0.228600,2.9607
0.228625,3.0325
0.228650,3.0937
0.228675,3.1469
0.228700,3.1888
0.228725,3.2186
0.228750,3.2371
0.228775,3.2460
0.228800,3.2460
0.228825,3.2379
0.228850,3.2162
0.228875,3.1840
0.228900,3.1404
0.228925,3.0873
0.228950,3.0268
0.228975,2.9559
0.229000,2.8793
0.229025,2.7955
0.229050,2.7093
0.229075,2.6150
0.229100,2.5127
0.229125,2.4079
0.229150,2.3023
0.229175,2.2024
0.229200,2.0960
0.229225,1.9840
0.229250,1.8736
0.229275,1.7640
0.229300,1.6722
0.229325,1.5851
0.229350,1.4836
0.229375,1.3764
0.229400,1.2459
0.229425,1.1048
0.229450,0.9614
0.229475,0.8123
0.229500,0.6826
0.229525,0.5601
0.229550,0.4553
0.229575,0.3651
0.229600,0.2772
0.229625,0.2031
0.229650,0.1410
0.229675,0.0927
0.229700,0.0572
0.229725,0.0347
0.229750,0.0210
0.229775,0.0169
0.229800,0.0218
0.229825,0.0395
0.229850,0.0701
0.229875,0.1136
0.229900,0.1660
0.229925,0.2289
0.229950,0.3054
0.229975,0.3997
0.230000,0.5061
0.230025,0.6229
0.230050,0.7454
0.230075,0.8744
0.230100,0.9872
0.230125,1.0911
0.230150,1.1878
0.230175,1.2692
0.230200,1.3684
0.230225,1.4739
0.230250,1.5827
0.230275,1.6786
0.230300,1.7761
0.230325,1.8712
0.230350,1.9727
0.230375,2.0928
0.230400,2.2000
0.230425,2.3064
0.230450,2.4047
0.230475,2.5038
0.230500,2.6110
0.230525,2.7117
0.230550,2.8068
0.230575,2.8882
0.230600,2.9623
0.230625,3.0341
0.230650,3.0937
0.230675,3.1485
0.230700,3.1896
0.230725,3.2178
0.230750,3.2363
0.230775,3.2460
0.230800,3.2468
0.230825,3.2388
0.230850,3.2194
0.230875,3.1848
0.230900,3.1412
0.230925,3.0881
0.230950,3.0284
0.230975,2.9591
0.231000,2.8785
0.231025,2.7907
0.231050,2.6996
0.231075,2.6070
0.231100,2.5119
0.231125,2.4152
0.231150,2.3177
0.231175,2.2048
0.231200,2.1001
0.231225,1.9873
0.231250,1.8744
0.231275,1.7801
0.231300,1.6705
0.231325,1.5714
0.231350,1.4699
0.231375,1.3538
0.231400,1.2314
0.231425,1.0968
0.231450,0.9485
0.231475,0.8067
0.231500,0.6777
0.231525,0.5593
0.231550,0.4569
0.231575,0.3610
0.231600,0.2772
0.231625,0.2031
0.231650,0.1418
0.231675,0.0927
0.231700,0.0572
0.231725,0.0338
0.231750,0.0210
0.231775,0.0161
0.231800,0.0218
0.231825,0.0395
0.231850,0.0701
0.231875,0.1128
0.231900,0.1676
0.231925,0.2329
0.231950,0.3111
0.231975,0.4037
0.232000,0.5053
0.232025,0.6173
0.232050,0.7333
0.232075,0.8518
0.232100,0.9743
0.232125,1.0855
0.232150,1.1895
0.232175,1.2902
0.232200,1.3708
0.232225,1.4626
0.232250,1.5601
0.232275,1.6544
0.232300,1.7689
0.232325,1.8777
0.232350,1.9913
0.232375,2.0985
0.232400,2.2040
0.232425,2.3072
0.232450,2.4039
0.232475,2.5127
0.232500,2.6126
0.232525,2.7085
0.232550,2.8012
0.232575,2.8810
0.232600,2.9591
0.232625,3.0341
0.232650,3.0961
0.232675,3.1493
0.232700,3.1896
0.232725,3.2178
0.232750,3.2371
0.232775,3.2468
0.232800,3.2476
0.232825,3.2379
0.232850,3.2170
0.232875,3.1840
0.232900,3.1412
0.232925,3.0913
0.232950,3.0325
0.232975,2.9599
0.233000,2.8793
0.233025,2.7915
0.233050,2.7004
0.233075,2.6142
0.233100,2.5103
0.233125,2.4063
0.233150,2.3015
0.233175,2.1911
0.233200,2.0968
0.233225,1.9953
0.233250,1.8946
0.233275,1.7834
0.233300,1.6762
0.233325,1.5747
0.233350,1.4683
0.233375,1.3595
0.233400,1.2394
0.233425,1.1064
0.233450,0.9606
0.233475,0.8220
0.233500,0.6834
0.233525,0.5577
0.233550,0.4505
0.233575,0.3586
0.233600,0.2748
0.233625,0.2031
0.233650,0.1426
0.233675,0.0919
0.233700,0.0580
0.233725,0.0338
0.233750,0.0210
0.233775,0.0161
0.233800,0.0218
0.233825,0.0395
0.233850,0.0693
0.233875,0.1136
0.233900,0.1668
0.233925,0.2321
0.233950,0.3103
0.233975,0.3989
0.234000,0.5069
0.234025,0.6245
0.234050,0.7478
0.234075,0.8768
0.234100,1.0009
0.234125,1.1137
0.234150,1.2177
0.234175,1.2982
0.234200,1.3764
0.234225,1.4651
0.234250,1.5585
0.234275,1.6714
0.234300,1.7697
0.234325,1.8688
0.234350,1.9744
0.234375,2.0799
0.234400,2.2000
0.234425,2.3120
0.234450,2.4168
0.234475,2.5167
0.234500,2.6158
0.234525,2.7093
0.234550,2.8004
0.234575,2.8858
0.234600,2.9615
0.234625,3.0333
0.234650,3.0945
0.234675,3.1469
0.234700,3.1888
0.234725,3.2186
0.234750,3.2371
0.234775,3.2468
0.234800,3.2468
0.234825,3.2379
0.234850,3.2170
0.234875,3.1848
0.234900,3.1404
0.234925,3.0881
0.234950,3.0276
0.234975,2.9551
0.235000,2.8793
0.235025,2.7955
0.235050,2.7093
0.235075,2.6158
0.235100,2.5135
0.235125,2.4087
0.235150,2.3032
0.235175,2.2024
0.235200,2.0952
0.235225,1.9840
0.235250,1.8728
0.235275,1.7632
0.235300,1.6722
0.235325,1.5851
0.235350,1.4836
0.235375,1.3764
0.235400,1.2459
0.235425,1.1048
0.235450,0.9614
0.235475,0.8123
0.235500,0.6818
0.235525,0.5601
0.235550,0.4553
0.235575,0.3651
0.235600,0.2772
0.235625,0.2031
0.235650,0.1402
0.235675,0.0911
0.235700,0.0572
0.235725,0.0338
0.235750,0.0210
0.235775,0.0169
0.235800,0.0218
0.235825,0.0395
0.235850,0.0701
0.235875,0.1136
0.235900,0.1668
0.235925,0.2297
0.235950,0.3046
0.235975,0.3997
0.236000,0.5061
0.236025,0.6221
0.236050,0.7454
0.236075,0.8744
0.236100,0.9864
0.236125,1.0903
0.236150,1.1870
0.236175,1.2684
0.236200,1.3675
0.236225,1.4731
0.236250,1.5819
0.236275,1.6778
0.236300,1.7753
0.236325,1.8704
0.236350,1.9727
0.236375,2.0928
0.236400,2.2008
0.236425,2.3072
0.236450,2.4055
0.236475,2.5046
0.236500,2.6118
0.236525,2.7117
0.236550,2.8076
0.236575,2.8882
0.236600,2.9623
0.236625,3.0333
0.236650,3.0921
0.236675,3.1477
0.236700,3.1888
0.236725,3.2178
0.236750,3.2363
0.236775,3.2452
0.236800,3.2460
0.236825,3.2379
0.236850,3.2178
0.236875,3.1840
0.236900,3.1412
0.236925,3.0889
0.236950,3.0292
0.236975,2.9599
0.237000,2.8793
0.237025,2.7907
0.237050,2.6988
0.237075,2.6070
0.237100,2.5119
0.237125,2.4144
0.237150,2.3177
0.237175,2.2048
0.237200,2.0993
0.237225,1.9873
0.237250,1.8744
0.237275,1.7801
0.237300,1.6714
0.237325,1.5722
0.237350,1.4699
0.237375,1.3538
0.237400,1.2322
0.237425,1.0968
0.237450,0.9485
0.237475,0.8067
0.237500,0.6777
0.237525,0.5593
0.237550,0.4569
0.237575,0.3610
0.237600,0.2764
0.237625,0.2023
0.237650,0.1410
0.237675,0.0935
0.237700,0.0572
0.237725,0.0338
0.237750,0.0210
0.237775,0.0161
0.237800,0.0218
0.237825,0.0395
0.237850,0.0701
0.237875,0.1128
0.237900,0.1676
0.237925,0.2329
0.237950,0.3111
0.237975,0.4037
0.238000,0.5045
0.238025,0.6157
0.238050,0.7333
0.238075,0.8518
0.238100,0.9751
0.238125,1.0855
0.238150,1.1886
0.238175,1.2894
0.238200,1.3692
0.238225,1.4618
0.238250,1.5593
0.238275,1.6544
0.238300,1.7689
0.238325,1.8768
0.238350,1.9905
0.238375,2.0985
0.238400,2.2048
0.238425,2.3080
0.238450,2.4039
0.238475,2.5127
0.238500,2.6126
0.238525,2.7085
0.238550,2.8004
0.238575,2.8810
0.238600,2.9599
0.238625,3.0333
0.238650,3.0961
0.238675,3.1493
0.238700,3.1896
0.238725,3.2178
0.238750,3.2355
0.238775,3.2460
0.238800,3.2468
0.238825,3.2379
0.238850,3.2170
0.238875,3.1832
0.238900,3.1404
0.238925,3.0897
0.238950,3.0325
0.238975,2.9599
0.239000,2.8801
0.239025,2.7915
0.239050,2.7004
0.239075,2.6142
0.239100,2.5095
0.239125,2.4063
0.239150,2.3007
0.239175,2.1903
0.239200,2.0968
0.239225,1.9953
0.239250,1.8954
0.239275,1.7842
0.239300,1.6762
0.239325,1.5747
0.239350,1.4683
0.239375,1.3595
0.239400,1.2394
0.239425,1.1064
0.239450,0.9598
0.239475,0.8212
0.239500,0.6834
0.239525,0.5577
0.239550,0.4505
0.239575,0.3578
0.239600,0.2748
0.239625,0.2023
0.239650,0.1418
0.239675,0.0919
0.239700,0.0572
0.239725,0.0338
0.239750,0.0201
0.239775,0.0161
0.239800,0.0218
0.239825,0.0387
0.239850,0.0685
0.239875,0.1136
0.239900,0.1668
0.239925,0.2321
0.239950,0.3103
0.239975,0.3981
0.240000,0.5069
0.240025,0.6229
0.240050,0.7470
0.240075,0.8768
0.240100,1.0009
0.240125,1.1145
0.240150,1.2185
0.240175,1.2982
0.240200,1.3764
0.240225,1.4659
0.240250,1.5577
0.240275,1.6714
0.240300,1.7697
0.240325,1.8680
0.240350,1.9744
0.240375,2.0799
0.240400,2.1992
0.240425,2.3120
0.240450,2.4160
0.240475,2.5167
0.240500,2.6150
0.240525,2.7093
0.240550,2.7996
0.240575,2.8858
0.240600,2.9607
0.240625,3.0333
0.240650,3.0937
0.240675,3.1461
0.240700,3.1888
0.240725,3.2178
0.240750,3.2371
0.240775,3.2460
0.240800,3.2460
0.240825,3.2371
0.240850,3.2178
0.240875,3.1848
0.240900,3.1412
0.240925,3.0881
0.240950,3.0276
0.240975,2.9567
0.241000,2.8793
0.241025,2.7963
0.241050,2.7093
0.241075,2.6158
0.241100,2.5143
0.241125,2.4087
0.241150,2.3040
0.241175,2.2024
0.241200,2.0952
0.241225,1.9840
0.241250,1.8728
0.241275,1.7640
0.241300,1.6722
0.241325,1.5851
0.241350,1.4836
0.241375,1.3764
0.241400,1.2459
